Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Uzbekistan,UZB,33.978,34.238,34.5,34.762,35.025,35.289,35.554,35.82,36.087,36.354,36.714,37.184,37.657,38.131,38.608,39.087,39.568,40.051,40.536,40.794,40.782,40.77,40.758,40.746,40.734,40.722,40.71,40.697,40.685,40.897,41.365,41.836,42.308,42.78,43.255,43.731,44.208,44.685,45.164,45.644,46.126,46.606,47.088,47.571,48.054,48.537,49.021,49.505,49.989,50.472,50.956,51.15,51.05,50.95,50.85,50.75,50.65,50.55,50.478,50.433,50.416,50.427,50.466,50.532,50.626
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Vanuatu,VUT,10.404,10.583,10.765,10.95,11.138,11.329,11.522,11.718,11.918,12.12,12.325,12.533,12.744,12.958,13.175,13.395,13.619,13.845,14.074,14.368,14.74,15.12,15.508,15.905,16.31,16.722,17.143,17.573,18.011,18.435,18.715,18.998,19.285,19.574,19.868,20.164,20.464,20.766,21.073,21.382,21.673,21.953,22.235,22.521,22.809,23.099,23.392,23.687,23.985,24.286,24.462,24.561,24.661,24.761,24.861,24.961,25.062,25.163,25.274,25.394,25.525,25.665,25.816,25.976,26.147
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Venezuela, RB",VEN,61.613,62.875,63.933,64.977,66.009,67.022,68.022,69.005,69.973,70.92,71.852,72.764,73.575,74.325,75.063,75.786,76.496,77.189,77.868,78.533,79.185,79.82,80.382,80.907,81.422,81.925,82.418,82.9,83.372,83.833,84.284,84.664,85.012,85.352,85.686,86.014,86.336,86.65,86.959,87.262,87.559,87.85,87.876,87.902,87.928,87.954,87.98,88.006,88.031,88.057,88.083,88.108,88.123,88.133,88.144,88.154,88.165,88.183,88.208,88.24,88.279,88.325,88.378,88.438,88.505
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Viet Nam,VNM,14.7,15.031,15.369,15.714,16.064,16.421,16.784,17.153,17.529,17.911,18.3,18.396,18.492,18.588,18.685,18.782,18.88,18.978,19.076,19.175,19.247,19.309,19.372,19.435,19.498,19.561,19.625,19.688,19.752,19.891,20.257,20.629,21.006,21.387,21.774,22.166,22.563,22.965,23.371,23.817,24.374,24.937,25.511,26.092,26.683,27.281,27.888,28.504,29.128,29.762,30.417,31.08,31.752,32.429,33.115,33.809,34.51,35.213,35.919,36.628,37.34,38.052,38.766,39.48,40.195
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Virgin Islands (U.S.),VIR,56.477,57.864,59.241,60.604,61.952,63.279,64.587,65.874,67.14,68.378,69.592,70.779,71.941,73.07,74.172,75.245,76.288,77.298,78.278,79.228,80.147,81.034,81.891,82.717,83.514,84.28,85.017,85.726,86.407,87.059,87.685,88.285,88.86,89.409,89.934,90.437,90.917,91.374,91.811,92.228,92.586,92.814,93.036,93.251,93.461,93.664,93.861,94.053,94.239,94.419,94.594,94.761,94.919,95.07,95.213,95.35,95.48,95.603,95.721,95.832,95.939,96.04,96.136,96.227,96.314
Urban population (% of total population),SP.URB.TOTL.IN.ZS,West Bank and Gaza,PSE,44.044,44.734,45.661,46.737,47.818,48.898,49.98,51.062,52.145,53.222,54.298,55.371,56.439,57.499,58.553,59.6,60.164,60.723,61.281,61.836,62.388,62.936,63.481,64.022,64.561,65.095,65.626,66.152,66.676,67.194,67.709,68.219,68.726,69.227,69.724,70.216,70.705,71.187,71.524,71.747,71.969,72.189,72.409,72.627,72.845,73.061,73.276,73.491,73.704,73.923,74.149,74.381,74.619,74.863,75.113,75.368,75.628,75.894,76.164,76.44,76.719,77.003,77.291,77.582,77.877
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Yemen, Rep.",YEM,9.1,9.459,9.831,10.216,10.614,11.026,11.451,11.891,12.347,12.815,13.3,13.598,13.901,14.209,14.524,14.844,15.171,15.502,15.84,16.183,16.534,16.889,17.251,17.619,17.993,18.373,18.808,19.323,19.849,20.385,20.931,21.489,22.058,22.636,23.225,23.76,24.249,24.743,25.244,25.752,26.267,26.787,27.315,27.849,28.39,28.936,29.49,30.051,30.619,31.194,31.776,32.364,32.958,33.559,34.165,34.777,35.394,36.016,36.642,37.273,37.908,38.546,39.188,39.831,40.477
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Zambia,ZMB,18.145,18.951,19.785,20.712,22.015,23.372,24.789,26.261,27.791,29.37,30.351,31.241,32.146,33.061,33.992,34.934,35.89,36.855,37.832,38.818,39.815,39.854,39.805,39.755,39.705,39.655,39.606,39.556,39.506,39.456,39.407,38.989,38.514,38.042,37.572,37.104,36.638,36.176,35.716,35.258,34.802,35.002,35.475,35.951,36.43,36.911,37.395,37.881,38.371,38.861,39.355,39.851,40.354,40.865,41.382,41.907,42.438,42.976,43.521,44.072,44.629,45.192,45.761,46.335,46.914
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Zimbabwe,ZWE,12.608,12.821,13.082,13.578,14.092,14.62,15.165,15.727,16.306,16.88,17.362,17.855,18.36,18.874,19.4,19.873,20.356,20.846,21.345,21.853,22.371,22.895,23.429,24.069,24.736,25.414,26.105,26.809,27.524,28.25,28.988,29.738,30.499,30.94,31.335,31.732,32.132,32.534,32.939,33.347,33.758,34.17,34.585,34.479,34.294,34.11,33.926,33.743,33.56,33.378,33.196,33.015,32.834,32.654,32.504,32.385,32.296,32.237,32.209,32.21,32.242,32.303,32.395,32.517,32.67
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Africa Eastern and Southern,AFE,14.5772523474249,14.8251752460665,15.0838015294909,15.3630446382495,15.6553833139663,15.9559120897687,16.2693838497471,16.58865660992,16.9146492015162,17.2513169529071,17.570660582748,17.8951995132772,18.2413899400975,18.5837393625732,18.8988335351986,19.2191926051592,19.540021613309,19.8745750785636,20.2273041497785,20.5659562028733,20.9004895991676,21.2196276716722,21.5313179734841,21.9034538790279,22.3333446629263,22.8005778147925,23.303935569084,23.8053386242273,24.3067250815348,24.8006061562845,25.3087143914043,25.7425655052445,26.166294121751,26.6072939873979,27.0375748984947,27.408217689319,27.685697177495,27.9580826816113,28.2459208135898,28.5328930699047,28.8133608282101,29.1100111724331,29.4238903158694,29.7348697219553,30.0480397812627,30.3809953392877,30.704020023887,30.9582450271517,31.3627828804761,31.7742373050596,32.1955953471221,32.6280688229592,33.052742223393,33.4965565572998,33.9596331101231,34.4472807617476,34.9195443761507,35.3962894579202,35.8933979262181,36.384272287815,36.8840344817359,37.3936325291716,37.9090120211832,38.4248980530256,38.9491140663563
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Africa Western and Central,AFW,14.7100056707647,15.0944452002782,15.4879321593093,15.9006819021767,16.3313191437528,16.7797929666168,17.2086820093401,17.6528039414976,18.1108169631274,18.581334166958,19.0512294673345,19.5904317059113,20.1453722519045,20.7104274724214,21.2873960816603,21.8739650750028,22.4761711992626,23.0399110280138,23.6047322338928,24.0839185388597,24.5684788743509,25.1762519651618,25.7820092982229,26.3932226254945,27.0345530315856,27.7167226341278,28.3913219271145,29.0577738093022,29.7131261047112,30.353573954689,30.9600979459978,31.401176906494,31.829515746326,32.2525611054472,32.6617186027523,33.0650904616738,33.4742231035265,33.9298608881715,34.3971425862883,34.8681686492181,35.3416982581812,35.9510346012348,36.5627714477109,37.1831143920223,37.8109522443181,38.4483793654511,39.0946115629788,39.7385907099206,40.3795094007576,41.0233922174474,41.6724226228926,42.3164260992184,42.9568375522776,43.5879525927349,44.2182784910463,44.8490994916973,45.4738502261529,46.0941365580819,46.7097526162217,47.3226173576126,47.9310209575797,48.5319710590464,49.1298079868363,49.7111841247346,50.2809344109865
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Arab World,ARB,31.0105359618617,31.7271627316738,32.4514422327758,33.1943094437437,33.9559924474805,34.7551858431634,35.5106015377775,36.1563781524639,36.8166015275797,37.4874522853404,38.1638269976052,38.8161050815803,39.4845095019616,40.1313984518827,40.71843728404,41.3013639585173,41.8719644244713,42.4218609524877,42.9389045772965,43.4091946999385,43.901802392722,44.4365438497499,44.9455470896803,45.4645043044695,46.0697109918685,46.6630039113436,47.2606511771604,47.8202887856006,48.3166909160034,48.7878360578099,49.265325548943,49.6479428773218,50.1866641370332,50.6087943973716,50.8912843416396,51.0994592831398,51.3083822593783,51.5511052201292,51.8038910629442,52.0579641108858,52.3262723083108,52.6161793476524,52.9051617965408,53.2051293342866,53.5065936014142,53.8531371963039,54.2288759885801,54.4937880728369,54.9030113257958,55.2960382525499,55.5654925471108,55.8725648894499,56.1657052407112,56.5495371540208,56.9048148917087,57.3250720145106,57.6531027450977,57.8627472124114,58.0104842292073,58.2045421060528,58.4966741305089,58.6629266021441,59.0542670171409,59.4670502958563,59.8836721544724
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Caribbean small states,CSS,35.6623804740403,36.0736117873599,36.5037158596008,36.9466392633009,37.3767440466187,37.7788927544408,38.1851047793438,38.5938093204633,39.0030518571753,39.4068764770078,39.8153191851453,40.2576622033565,40.844847563596,41.5755257354222,42.3027708254248,43.0268330655745,43.7472768454167,44.4591533549903,45.1639050172232,45.8589997456453,46.5105279438273,46.6664552317804,46.8459185776443,47.0346375722289,47.2347435346095,47.4493547240247,47.6727122734819,47.8926166352205,48.1173400714395,48.3479661771694,48.5611244422289,48.7082335744671,48.7806367849329,48.8442665869913,48.910295720874,48.9915135091205,49.0802544607415,49.1662802176673,49.2516633156924,49.3364920398275,49.4118251124998,49.3864691771211,49.3209060019469,49.2353900046655,49.1376927029049,48.9362817686175,48.823070972757,48.7196540194762,48.6177371493486,48.5133312024238,48.4287004395765,48.3838117896069,48.3739174351328,48.3569432367189,48.3537213917686,48.3596419249866,48.3751733912142,48.4023208037305,48.3598060566405,48.3740566861139,48.4789384076252,48.5521210245119,48.6529372671664,48.7879139879962,48.9393849292585
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Central Europe and the Baltics,CEB,44.5078359491876,45.2071736285836,45.8672620811826,46.5349208922556,47.2096938544833,47.8811300334192,48.5053962787204,49.0678064582325,49.6385039398769,50.2151529138456,50.7802761867639,51.4266561734201,52.1464689909273,52.8659583318729,53.5854300539643,54.2944661807973,54.9922544596698,55.705067734602,56.4342763597897,57.1040579349994,57.7061245226969,58.1639538621763,58.5586325178097,58.9553448854662,59.3525777330879,59.7467078553134,60.1311095024751,60.5096673205319,60.8917273850057,61.1831392886694,61.3918489105076,61.6033123693989,61.6934193330696,61.6652386515616,61.6367536015157,61.6092306125598,61.5872476575535,61.5631779443045,61.534018233525,61.5050697885992,61.4761873574983,61.4954533010999,61.5557607471992,61.6021556919924,61.6481810490578,61.7026922241905,61.7638954455271,61.8418454287671,61.9245405466205,61.9860468760089,62.0260650244197,62.0639344852313,62.0822947513821,62.0853985481731,62.096663299312,62.1180221963844,62.1565528590691,62.2153791390802,62.2947407041374,62.3925547365605,62.5213419275711,62.6535671301718,62.835931596872,63.0354532399767,63.2318023578215
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Early-demographic dividend,EAR,22.8784811237719,23.1655715664594,23.4895231711328,23.8179551513059,24.1514815764335,24.4918755612815,24.8412127017781,25.1937754065066,25.5441231483193,25.8983224228539,26.2536042238288,26.6349283837884,27.0711118635302,27.5022273684067,27.9371169399425,28.2587258685918,28.7062482326157,29.1560211283457,29.6161443673104,30.0758554664074,30.5534955519865,31.0451678875902,31.4625046050792,31.8822332392915,32.3110402085368,32.7452620918487,33.1769957521146,33.5958007640802,34.0101459753495,34.4242412040147,34.8710688348765,35.2373931706686,35.5794727735744,35.9112310753669,36.2621035054067,36.6120282827981,36.932908945386,37.2531557271776,37.5833910365375,37.9140294954528,38.2479884233456,38.5738998095604,38.9324288858957,39.2908672452613,39.6553695908555,40.0254075283237,40.4041156940663,40.7769666713782,41.1574165001313,41.5380760267634,41.9029813707321,42.2694370720537,42.6346426000162,43.015949236188,43.4013542045574,43.8136019607097,44.2160174055837,44.6014670203505,44.9830331970367,45.3762640144949,45.7878149257313,46.185409692723,46.6251546023672,47.0741543243377,47.5231454395816
Urban population (% of total population),SP.URB.TOTL.IN.ZS,East Asia & Pacific,EAS,22.6255424007753,23.2115995096024,23.7387746084707,24.2035243555501,24.6813962658881,24.6845580267208,24.6839727689632,24.7336333365958,24.8033755201388,24.8789216813901,24.9575745628908,25.0728223419508,25.1736839382396,25.3540664852007,25.612020337629,25.7478987621962,25.9410808164579,26.1311487486509,26.5260953609791,27.1371864269165,27.7711691219633,28.4365431197966,29.1040527475014,29.6814910607559,30.2744362567609,30.8700782709275,31.4779963285059,32.1008122220963,32.7299298448024,33.3708395744508,34.0207154137868,34.715585436803,35.4179741369576,36.1330020550468,36.8617685509504,37.6016118895962,38.3546723502604,39.1053281916166,39.8729274983048,40.6532788102548,41.4610353715653,42.4512936275273,43.5330300204815,44.6158597852124,45.7023209102196,46.7853720162275,47.8347136993276,48.8657980593705,49.8986960290052,50.9238337525509,51.9469002743605,52.873230697114,53.7643617758052,54.6496650596792,55.5360592269389,56.4205224809368,57.3027481588233,58.1765611121294,59.0346049837374,59.8725583443197,60.6822345154889,61.4594002340012,62.2257312651105,62.9825402713403,63.7106156319769
Urban population (% of total population),SP.URB.TOTL.IN.ZS,East Asia & Pacific (excluding high income),EAP,16.9511618131687,17.4240002796017,17.895906788159,18.3696744916475,18.8518596667106,18.7827942126573,18.7439622288292,18.7439526688509,18.7581482002381,18.7816402461317,18.8097839741779,18.8384648045647,18.887555239806,19.0223813178244,19.2335327676005,19.2975650082823,19.4619417727007,19.6314538529243,20.03694312448,20.6850081456248,21.3625946648549,22.0709784310614,22.7937245836048,23.419139213997,24.062707197109,24.7159964381735,25.3791398245552,26.0544583723562,26.7433917320689,27.4445771403528,28.158422830159,28.9364810452578,29.7376493638806,30.5513446025258,31.3772930190544,32.2147441850916,33.0676803640114,33.9300136462807,34.8081277500817,35.7008021708453,36.6172744751306,37.6453993908773,38.7527561796692,39.8724608531232,41.0033495519225,42.138525220804,43.2464228822115,44.3390203931955,45.4360027878237,46.5352874881402,47.6373514132382,48.6753704718916,49.6877540842409,50.6939122439899,51.6973010333851,52.695650436027,53.6897778094006,54.6759933117768,55.6392400876998,56.5760210675401,57.4845396808942,58.3655369003636,59.2214841637791,60.0489417681404,60.8512427692917
Urban population (% of total population),SP.URB.TOTL.IN.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,16.6438605763889,17.1027287583423,17.5647523599008,18.0318970777922,18.5068549798618,18.423013398655,18.3704373900089,18.3557700669283,18.3425127770105,18.3303033301886,18.3230983081358,18.3456235767992,18.3879949392372,18.5177692485767,18.7258803390259,18.7845681588027,18.951314312685,19.1233757249093,19.5348236268428,20.1921346200697,20.8790546052439,21.5956152534053,22.327237094669,22.9601803270469,23.6110531268178,24.2718180758697,24.9428173242046,25.6264224813578,26.3237973389746,27.0332785601355,27.7552941349116,28.5419722933589,29.3516073171413,30.1738145832955,31.0089317356348,31.8568563803238,32.7211269389981,33.5949730539647,34.4847616674982,35.3891170960049,36.3175227418132,37.3590499504852,38.4808627983776,39.6148030399397,40.7597478212709,41.9092131668666,43.0310771581234,44.1374284035844,45.2481560988525,46.3601323263502,47.4745186343923,48.5240493742081,49.547645689144,50.5648235001956,51.5790439600646,52.5880415202357,53.5925053714926,54.5887621075747,55.5614585448153,56.5071002716161,57.4239114272433,58.3126038346384,59.1757435746239,60.0098852351415,60.8184186324706
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Euro area,EMU,61.5989140348379,62.082395574484,62.5793427740466,63.1427769796598,63.7050412705651,64.2652682259879,64.8233339967682,65.3746341185727,65.8796331122695,66.3105174485487,66.7318813150293,67.1322516674239,67.4728390536132,67.7915966815168,68.0988628072456,68.3584713668916,68.5868897414306,68.836245796136,69.0873303994695,69.3369727205215,69.5853305174869,69.8303281520472,69.9870959150214,70.0987145868906,70.1699020015188,70.2259740203888,70.3183838886429,70.4894710909138,70.651688921255,70.7637966481984,70.91489369651,71.0869764235838,71.245533806601,71.4103461896313,71.591092123119,71.7723044852666,71.9535595313909,72.1299808095528,72.3031613141413,72.4819824222129,72.674521459245,72.8906265942551,73.1337517593937,73.3835527488815,73.6282526962228,73.8702765468753,74.1071888850381,74.335325070015,74.5609913920847,74.7874335901435,75.0167628883867,75.2411698356353,75.4569184847163,75.6755763098784,75.8877298191384,76.1029415532991,76.3197588251561,76.5414998212393,76.7633481741657,76.9997231691574,77.2349813593651,77.4716240507127,77.7126830118197,77.9560411264664,78.2047154149856
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Europe & Central Asia,ECS,55.553158388981,56.0815539558601,56.608387067846,57.1606311646178,57.7116872718099,58.2714178777039,58.8284756694205,59.3714978423662,59.8960320214994,60.3908609619173,60.8808696480032,61.3551372579754,61.8177988250414,62.2682874560277,62.7089680668784,63.1166013337479,63.4982082315867,63.8825021103974,64.2714301018171,64.6253687500748,64.9328663633894,65.2722918593574,65.5756526282047,65.8613064427928,66.1363935183147,66.4014243571034,66.6607042905936,66.9403121507168,67.2191909207101,67.4173572425818,67.5617149596775,67.6950459424704,67.8061315166817,67.9120234110694,68.0232136109501,68.1327712809994,68.2368672044038,68.3436208499154,68.455044818935,68.5714218019653,68.6999129390518,68.8544702516437,69.0540819801949,69.2634193650142,69.475618767895,69.6905206649959,69.9044563599283,70.1216093273013,70.3352580229127,70.540609283588,70.742327971398,70.9254293147007,71.0995802377693,71.2714715683547,71.4427438586557,71.6193597607359,71.8018319488657,71.987006547281,72.1787895688215,72.378819157659,72.5846286655557,72.7998575512773,73.0396201290606,73.2834861739531,73.5167743020799
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Europe & Central Asia (excluding high income),ECA,38.7021152293627,39.3207644806972,39.9323705283941,40.5435061565799,41.1562774152946,41.799776759461,42.4800628793958,43.1783090629227,43.8771748758336,44.5705573022749,45.2577981018052,45.8953424483014,46.4921080328241,47.0841445032669,47.6695232413567,48.2128360125637,48.7141185278921,49.1918256922057,49.6673022506302,50.1051068162352,50.495900474325,51.1294253062017,51.8428179738707,52.5568593013402,53.2767948170889,53.9637109236398,54.5623936858157,55.1175452184096,55.6699744082895,56.1294969712327,56.4927476026318,56.7257182743949,56.9096031784806,57.1054333787151,57.280901459371,57.4436700759071,57.5990531704674,57.762505565426,57.9421177193462,58.140260811789,58.3666591945727,58.6209775355286,58.913248330494,59.2249325901427,59.5415478617923,59.8615334531593,60.1832466998389,60.484626742263,60.8097209766359,61.1348068231508,61.4519143883621,61.7326506199102,61.9656250023103,62.1908557834385,62.4124312631,62.6318175737991,62.8526598744631,63.0728825951758,63.3013485933657,63.5381802571839,63.7631153787727,63.9919790909835,64.169725876266,64.3256308045369,64.5629774408213
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,45.0170741485597,45.7548531601463,46.4696119718955,47.1849720445399,47.9007962764501,48.6289595219177,49.3385345376107,50.0357043657333,50.7340116700696,51.4282759014757,52.1158530133359,52.779901376171,53.4284913992824,54.0732758169855,54.7121996546498,55.327649515485,55.9235135363161,56.5086227217186,57.0959319803625,57.6058933758602,58.0260472920754,58.5463722012969,59.097529758,59.645876106389,60.2025288243014,60.7434801796998,61.2380465602347,61.7091269674271,62.1782088893989,62.5159056467515,62.7093798549351,62.860867813454,62.9610022181528,63.0372390272076,63.1093119376969,63.1806138940417,63.2439767741358,63.313032637419,63.3905913772922,63.4712767633702,63.561740048542,63.6750137137482,63.8085359530661,63.9584883645413,64.1167990826192,64.2792705525898,64.4441869181253,64.6132975111846,64.7910470567355,64.9652673388568,65.1362336538206,65.2896834847151,65.4208965118103,65.5493192956304,65.6821834722408,65.8203157701268,65.9672037692398,66.1211888619255,66.2842724108461,66.4578157383552,66.6377675914124,66.8270365388467,67.0058080559943,67.1812944997938,67.3900474271569
Urban population (% of total population),SP.URB.TOTL.IN.ZS,European Union,EUU,58.6838548055159,59.2224468313471,59.7572790831742,60.3414249783147,60.9248157856746,61.5109841402173,62.0811688016023,62.6189616255052,63.1227916191935,63.5757658671769,64.0228377372326,64.4693494121661,64.8804945531598,65.2728830434736,65.6528474640996,65.9889780823305,66.2960151245066,66.6229670648396,66.9591162642209,67.2832582573038,67.5919957662218,67.8645829147078,68.060299597732,68.2235273066637,68.3568033021609,68.4798656157017,68.6302291375086,68.8393716267253,69.0445031634795,69.1991049638757,69.3690920054438,69.5590006501877,69.7158907976041,69.8456835061612,69.9860393033238,70.1268366665122,70.2668131567703,70.4015256475471,70.533151845158,70.6697632296034,70.8257617510047,71.0122593876759,71.2401628189884,71.4619792178923,71.6797455781348,71.897994774521,72.1140855435958,72.3331564783875,72.5510340245521,72.7585269115746,72.9664289080433,73.1608223836712,73.3498260906621,73.5388052677658,73.7231874097275,73.9141353825646,74.1111569045568,74.3137180838517,74.5212870645992,74.7405842986022,74.9759872159918,75.2201807496595,75.4620574704142,75.7038805325455,75.949283176978
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Fragile and conflict affected situations,FCS,22.2405728418584,22.673126420747,23.1025486075691,23.5411765295412,23.9786230219244,24.4418760565968,24.9024715679625,25.3658423849483,25.8205460420394,26.274349168387,26.7142878756453,27.176964850402,27.6375667269138,28.0749125307472,28.4538674628548,28.8305271997231,29.1984372486992,29.5618431375992,29.9156480707927,30.2612335077995,30.6464568023019,31.0887016142696,31.4818028949582,31.8960239564836,32.3715292027542,32.8488852312121,33.3357453663907,33.8253970874011,34.283673357212,34.6861397101002,35.1732040413618,35.4192260571769,35.6697487714404,35.916746261391,36.0811438392806,36.2173923810698,36.391552564702,36.5790281022391,36.7641634950648,36.9575140262642,37.1691912917702,37.4540643186163,37.7155534815033,37.9791887221475,38.25502259884,38.5403322301542,38.8139538806159,39.0465050357355,39.3944970504354,39.7494228049932,40.1115303645567,40.4284190361875,40.744224534,41.0947458588812,41.4493013991037,41.8328369417415,42.2140242756675,42.5843185313941,42.927213828579,43.2680779543801,43.6394229966267,44.0421070914078,44.401646495307,44.7685871271884,45.2208730066018
